repositorio,status_final,tempo_analise_horas,tamanho_arquivos,tamanho_linhas_adicionadas,tamanho_linhas_removidas,descricao_caracteres,interacoes_participantes,interacoes_comentarios,numero_revisoes
donnemartin/system-design-primer,MERGED,19.68,1,1,1,10,2,1,1
donnemartin/system-design-primer,MERGED,141.21,3,3,3,0,3,3,1
donnemartin/system-design-primer,MERGED,651.8,1,1,1,291,3,1,1
donnemartin/system-design-primer,CLOSED,10008.53,54,0,0,195,7,5,4
donnemartin/system-design-primer,MERGED,1237.47,4,4,4,61,2,1,1
donnemartin/system-design-primer,CLOSED,25379.52,1,1,1,140,3,0,1
donnemartin/system-design-primer,MERGED,910.32,4,4,4,365,2,1,1
donnemartin/system-design-primer,MERGED,27634.33,4,4,0,105,3,2,1
donnemartin/system-design-primer,CLOSED,20096.55,1,1853,0,291,4,0,2
donnemartin/system-design-primer,CLOSED,20164.74,1,18,0,428,4,2,2
donnemartin/system-design-primer,MERGED,1815.24,1,1,1,143,3,1,2
donnemartin/system-design-primer,MERGED,320.49,1,1,1,112,2,1,1
donnemartin/system-design-primer,MERGED,544.71,4,4,4,429,2,0,1
donnemartin/system-design-primer,MERGED,1167.08,1,1,1,28,2,1,1
donnemartin/system-design-primer,CLOSED,31986.01,0,0,0,303,2,0,1
donnemartin/system-design-primer,MERGED,486.21,1,2,2,271,2,1,1
donnemartin/system-design-primer,MERGED,173.1,1,1,1,36,3,2,1
donnemartin/system-design-primer,MERGED,409.79,1,0,0,291,2,3,2
donnemartin/system-design-primer,MERGED,132.11,1,1,0,10,2,1,1
donnemartin/system-design-primer,MERGED,11.86,1,1,1,28,3,1,1
donnemartin/system-design-primer,MERGED,22.31,2,3,3,72,2,1,1
donnemartin/system-design-primer,MERGED,114.96,1,1,0,0,2,3,2
donnemartin/system-design-primer,CLOSED,359.42,4,4,4,63,3,2,1
donnemartin/system-design-primer,CLOSED,582.33,1,1,1,222,3,4,10
donnemartin/system-design-primer,MERGED,994.21,1,1,1,164,2,1,1
donnemartin/system-design-primer,MERGED,1147.89,1,1,0,85,2,1,1
donnemartin/system-design-primer,MERGED,398.77,1,4,4,148,2,1,1
donnemartin/system-design-primer,MERGED,1493.25,1,8,8,0,2,1,1
donnemartin/system-design-primer,CLOSED,1740.92,1,4,0,94,8,1,4
donnemartin/system-design-primer,MERGED,1674.08,1,15,1,44,3,3,2
donnemartin/system-design-primer,MERGED,1853.83,1,1,1,150,2,1,1
donnemartin/system-design-primer,MERGED,2047.93,1,1,0,66,4,3,1
donnemartin/system-design-primer,MERGED,1904.36,1,1,1,0,3,1,2
donnemartin/system-design-primer,MERGED,2005.67,1,2,2,39,3,1,2
donnemartin/system-design-primer,MERGED,2231.94,1,1,1,0,2,1,1
996icu/996.ICU,MERGED,5059.5,1,1,1,222,4,1,1
996icu/996.ICU,CLOSED,15.37,1,1,1,840,27,38,1
996icu/996.ICU,CLOSED,4879.21,1,10,0,173,3,0,1
996icu/996.ICU,CLOSED,11145.68,10,70,69,123,9,7,1
996icu/996.ICU,CLOSED,124.21,1,1,0,321,5,4,3
996icu/996.ICU,CLOSED,11816.22,1,1,0,2,10,8,1
996icu/996.ICU,CLOSED,3631.82,1,1,0,0,4,1,1
996icu/996.ICU,MERGED,3731.48,2,1,0,69,3,1,1
996icu/996.ICU,CLOSED,4019.66,1,1,0,52,3,1,1
996icu/996.ICU,CLOSED,3165.66,1,5,0,0,2,0,1
996icu/996.ICU,CLOSED,7891.13,1,0,1,0,18,18,1
996icu/996.ICU,MERGED,9257.35,1,1,1,15,6,4,1
996icu/996.ICU,MERGED,9348.83,1,1,0,120,4,3,1
996icu/996.ICU,MERGED,9548.0,3,1,0,16,5,2,1
996icu/996.ICU,CLOSED,10954.15,1,1,0,0,5,2,1
996icu/996.ICU,CLOSED,3705.67,2,95,0,23,45,413,14
996icu/996.ICU,MERGED,15304.86,1,1,0,0,3,1,1
996icu/996.ICU,CLOSED,130.33,1,1,1,120,18,64,1
996icu/996.ICU,MERGED,171.26,1,1,0,52,5,3,1
996icu/996.ICU,MERGED,553.17,1,1,1,24,3,0,1
996icu/996.ICU,CLOSED,309.32,1,1,0,3,2,0,1
996icu/996.ICU,CLOSED,21.69,1,6,2,0,1,1,4
996icu/996.ICU,CLOSED,21.7,1,3,0,0,1,0,3
996icu/996.ICU,MERGED,240.14,1,1,0,45,3,1,2
996icu/996.ICU,MERGED,102.4,1,1,1,98,4,0,1
996icu/996.ICU,MERGED,42.08,2,10,8,2,3,0,1
996icu/996.ICU,MERGED,113.67,1,1,2,26,3,0,1
996icu/996.ICU,MERGED,119.58,1,9,1,142,6,4,1
996icu/996.ICU,CLOSED,25.57,1,1,0,0,7,6,1
996icu/996.ICU,MERGED,87.11,9,133,133,24,3,0,1
996icu/996.ICU,CLOSED,109.53,8,0,184,18,3,2,1
996icu/996.ICU,MERGED,17.64,1,1,1,29,5,0,8
996icu/996.ICU,MERGED,30.98,1,1,0,9,5,3,1
996icu/996.ICU,MERGED,31.96,1,8,4,68,3,0,1
996icu/996.ICU,CLOSED,13.76,2,1,0,62,3,1,1
996icu/996.ICU,MERGED,42.58,1,1,2,17,3,0,1
996icu/996.ICU,CLOSED,11.88,1,0,1,46,5,3,1
996icu/996.ICU,MERGED,12.13,1,1,0,0,3,0,1
996icu/996.ICU,CLOSED,6.98,1,4,0,0,9,7,1
996icu/996.ICU,MERGED,32.78,1,1,0,10,3,1,5
996icu/996.ICU,MERGED,14.4,1,1,1,18,3,0,1
996icu/996.ICU,CLOSED,5634.08,1,5,0,68,128,238,2
996icu/996.ICU,MERGED,28.98,1,1,0,23,4,1,1
996icu/996.ICU,MERGED,12.15,1,2,0,0,20,28,1
996icu/996.ICU,MERGED,20.36,1,1,1,51,3,0,1
996icu/996.ICU,MERGED,21.14,1,1,1,41,3,0,1
996icu/996.ICU,MERGED,11.02,1,1,1,31,10,10,1
996icu/996.ICU,MERGED,11.68,1,2,1,0,5,2,2
996icu/996.ICU,CLOSED,11.51,2,2,3,61,4,2,1
996icu/996.ICU,CLOSED,20.5,1,1,1,41,5,6,1
vinta/awesome-python,CLOSED,334.94,1,1,0,1963,3,1,1
vinta/awesome-python,MERGED,562.43,1,1,0,990,5,4,1
vinta/awesome-python,CLOSED,310.76,1,1,0,1252,2,0,1
vinta/awesome-python,CLOSED,1055.78,1,101,89,994,4,3,2
vinta/awesome-python,CLOSED,82.6,1,21,0,220,3,2,1
vinta/awesome-python,CLOSED,233.41,1,1,0,220,5,3,3
vinta/awesome-python,CLOSED,12.39,2,17,2,220,2,0,2
vinta/awesome-python,CLOSED,852.38,1,2,0,1697,3,0,2
vinta/awesome-python,CLOSED,4123.7,1,1,0,741,3,0,2
vinta/awesome-python,CLOSED,2428.16,3,10,0,220,4,3,1
vinta/awesome-python,CLOSED,5248.26,1,90,87,475,2,0,1
vinta/awesome-python,CLOSED,3151.46,1,1,0,1152,6,3,6
vinta/awesome-python,CLOSED,3342.65,1,1,0,654,3,2,1
vinta/awesome-python,CLOSED,4606.66,1,1,1,745,3,2,1
vinta/awesome-python,CLOSED,4701.47,1,1,0,1415,6,2,4
vinta/awesome-python,CLOSED,5038.54,1,1,0,711,6,3,4
vinta/awesome-python,CLOSED,5070.33,1,1,0,355,5,2,3
vinta/awesome-python,CLOSED,554.38,1,2,0,1846,5,1,3
vinta/awesome-python,CLOSED,506.35,1,1,0,967,3,0,2
vinta/awesome-python,CLOSED,6672.13,1,2,0,2664,11,9,6
vinta/awesome-python,MERGED,6992.85,1,1,0,849,15,2,14
vinta/awesome-python,CLOSED,187.16,1,1,0,0,2,1,1
vinta/awesome-python,CLOSED,11028.17,1,1,0,417,5,2,2
vinta/awesome-python,CLOSED,491.29,1,1,0,261,4,3,3
vinta/awesome-python,MERGED,2415.12,1,1,0,672,10,4,5
vinta/awesome-python,CLOSED,10789.52,1,1,0,934,2,0,1
vinta/awesome-python,CLOSED,11976.54,1,2,1,420,8,5,4
vinta/awesome-python,CLOSED,2219.39,1,5,2,383,4,1,3
vinta/awesome-python,CLOSED,388.39,1,1,0,1124,2,0,1
vinta/awesome-python,CLOSED,4613.86,1,0,1,266,3,4,4
vinta/awesome-python,CLOSED,3209.02,1,1,0,585,2,0,1
vinta/awesome-python,MERGED,1130.53,1,1,1,36,6,0,5
vinta/awesome-python,CLOSED,8380.17,1,1,0,627,5,1,4
vinta/awesome-python,CLOSED,11219.21,1,1,0,1120,6,3,3
vinta/awesome-python,CLOSED,1425.66,1,1,0,220,5,0,3
vinta/awesome-python,CLOSED,5165.33,1,1,0,1043,3,0,2
vinta/awesome-python,CLOSED,2687.78,1,1,0,649,5,2,3
vinta/awesome-python,CLOSED,14018.55,1,1,0,804,3,2,1
vinta/awesome-python,CLOSED,42.66,1,1,0,4011,2,0,1
vinta/awesome-python,CLOSED,2620.79,1,1,0,435,6,8,1
vinta/awesome-python,MERGED,2555.18,1,7,10,625,7,1,4
vinta/awesome-python,CLOSED,4540.02,1,1,0,496,2,1,1
vinta/awesome-python,MERGED,3874.06,0,0,0,467,4,1,1
vinta/awesome-python,CLOSED,6241.43,1,1,0,840,7,7,4
vinta/awesome-python,CLOSED,3859.83,1,1,0,1463,3,0,2
vinta/awesome-python,CLOSED,10272.07,1,1,0,1454,7,3,5
vinta/awesome-python,CLOSED,11433.49,1,1,0,879,2,0,2
vinta/awesome-python,MERGED,15.77,1,1,0,205,5,0,3
vinta/awesome-python,CLOSED,14265.05,1,1,0,375,3,0,2
vinta/awesome-python,CLOSED,11138.05,1,1,0,422,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,411.44,2,5,1,274,4,2,6
awesome-selfhosted/awesome-selfhosted,CLOSED,19.91,1,1,0,2447,3,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,3.03,1,49,49,147,3,0,5
awesome-selfhosted/awesome-selfhosted,MERGED,52.32,1,0,1,391,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,52.52,1,0,1,401,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,52.54,1,0,1,409,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,4.58,1,1,1,0,3,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,91.15,1,1,0,2447,4,3,3
awesome-selfhosted/awesome-selfhosted,CLOSED,94.01,1,1,0,2447,4,3,2
awesome-selfhosted/awesome-selfhosted,MERGED,93.54,1,1,0,2447,4,8,5
awesome-selfhosted/awesome-selfhosted,MERGED,11.19,1,1,1,54,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,100.39,1,0,1,70,2,0,1
awesome-selfhosted/awesome-selfhosted,CLOSED,36.19,1,1,1,2447,3,1,1
awesome-selfhosted/awesome-selfhosted,CLOSED,189.8,1,1,0,2449,3,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,5.64,1,1,1,2447,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,204.5,1,1,0,2447,5,2,4
awesome-selfhosted/awesome-selfhosted,MERGED,254.34,1,1,0,2447,4,5,5
awesome-selfhosted/awesome-selfhosted,CLOSED,260.75,1,1,0,2307,3,3,4
awesome-selfhosted/awesome-selfhosted,MERGED,260.56,1,1,0,2447,3,0,6
awesome-selfhosted/awesome-selfhosted,MERGED,209.9,1,0,1,2515,5,0,3
awesome-selfhosted/awesome-selfhosted,MERGED,263.54,1,1,0,2463,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,349.16,6,8,70,112,2,0,1
awesome-selfhosted/awesome-selfhosted,CLOSED,360.0,1,1,0,2447,4,8,2
awesome-selfhosted/awesome-selfhosted,MERGED,393.55,1,1,0,2447,5,3,5
awesome-selfhosted/awesome-selfhosted,MERGED,27.56,1,3,3,109,3,0,2
awesome-selfhosted/awesome-selfhosted,CLOSED,529.43,1,1,0,2447,4,4,1
awesome-selfhosted/awesome-selfhosted,MERGED,187.62,1,1,0,2447,5,0,6
awesome-selfhosted/awesome-selfhosted,MERGED,2.36,1,8,8,86,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.42,1,0,1,16971,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.46,1,0,1,28935,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.61,1,0,1,71,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.63,1,0,1,103,3,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.66,1,0,1,103,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,122.71,1,0,1,59,2,0,1
awesome-selfhosted/awesome-selfhosted,CLOSED,239.09,1,1,1,264,2,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,152.04,1,1,0,2560,3,2,4
awesome-selfhosted/awesome-selfhosted,CLOSED,2521.61,1,1,0,2447,4,4,1
awesome-selfhosted/awesome-selfhosted,MERGED,178.62,1,1,0,2584,4,0,3
awesome-selfhosted/awesome-selfhosted,MERGED,181.52,1,1,0,2447,3,0,2
awesome-selfhosted/awesome-selfhosted,CLOSED,4.14,1,1,0,2447,5,4,2
awesome-selfhosted/awesome-selfhosted,MERGED,177.58,1,0,1,242,3,2,1
awesome-selfhosted/awesome-selfhosted,MERGED,177.65,1,0,1,73,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,177.75,1,0,2,102,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1.06,1,1,1,2505,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,171.63,1,0,1,107,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,172.63,1,0,1,236,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,120.27,1,1,1,201,3,4,2
awesome-selfhosted/awesome-selfhosted,MERGED,184.12,1,1,0,2789,4,3,2
awesome-selfhosted/awesome-selfhosted,CLOSED,840.03,1,1,0,2469,5,4,2
awesome-selfhosted/awesome-selfhosted,MERGED,840.82,1,8,0,2703,4,1,3
practical-tutorials/project-based-learning,CLOSED,5690.79,1,1,0,913,2,2,1
practical-tutorials/project-based-learning,CLOSED,7508.78,1,2,0,901,2,0,1
practical-tutorials/project-based-learning,MERGED,1356.88,1,18,1,707,3,2,1
practical-tutorials/project-based-learning,CLOSED,1720.36,1,1,0,1658,3,1,1
practical-tutorials/project-based-learning,CLOSED,5202.19,1,14,0,954,3,4,1
practical-tutorials/project-based-learning,MERGED,8.68,1,17,0,119,2,0,1
practical-tutorials/project-based-learning,MERGED,24.4,1,9,1,70,2,0,1
practical-tutorials/project-based-learning,MERGED,88.72,1,1,1,661,2,0,1
practical-tutorials/project-based-learning,CLOSED,3931.98,1,4,0,591,3,1,1
practical-tutorials/project-based-learning,MERGED,308.56,1,5,0,625,2,0,1
practical-tutorials/project-based-learning,MERGED,599.65,1,5,0,0,2,0,1
practical-tutorials/project-based-learning,MERGED,511.49,1,1,0,60,2,0,1
practical-tutorials/project-based-learning,MERGED,2603.28,1,7,7,92,3,0,1
practical-tutorials/project-based-learning,CLOSED,6558.55,1,1,0,458,3,1,1
practical-tutorials/project-based-learning,MERGED,7876.82,1,0,1,54,3,1,1
practical-tutorials/project-based-learning,CLOSED,8647.32,1,1,0,569,3,1,1
practical-tutorials/project-based-learning,MERGED,454.75,1,1,1,780,2,0,1
practical-tutorials/project-based-learning,CLOSED,10259.72,1,21,0,507,3,3,1
practical-tutorials/project-based-learning,MERGED,913.28,1,1,0,458,2,1,3
practical-tutorials/project-based-learning,MERGED,11248.12,1,8,0,489,3,0,1
practical-tutorials/project-based-learning,MERGED,996.07,1,1,1,488,2,1,1
practical-tutorials/project-based-learning,MERGED,2130.8,1,1,0,474,2,0,1
practical-tutorials/project-based-learning,MERGED,177.1,1,2,0,458,2,1,1
practical-tutorials/project-based-learning,MERGED,546.58,1,1,0,783,2,2,1
practical-tutorials/project-based-learning,MERGED,1330.67,1,5,0,582,1,0,1
practical-tutorials/project-based-learning,MERGED,1928.6,1,6,0,659,3,1,2
practical-tutorials/project-based-learning,CLOSED,9000.07,1,2,0,637,2,0,1
practical-tutorials/project-based-learning,MERGED,6665.73,1,1,0,103,2,0,1
practical-tutorials/project-based-learning,CLOSED,16066.26,1,1,0,565,5,4,2
practical-tutorials/project-based-learning,CLOSED,16094.12,1,21,0,127,3,1,1
practical-tutorials/project-based-learning,MERGED,18.14,1,9,0,703,2,0,1
practical-tutorials/project-based-learning,CLOSED,16395.97,1,1,0,573,3,1,1
practical-tutorials/project-based-learning,MERGED,37.54,1,1,0,182,2,0,1
practical-tutorials/project-based-learning,MERGED,45.23,1,3,1,855,3,0,1
practical-tutorials/project-based-learning,MERGED,190.73,1,5,0,596,2,0,1
practical-tutorials/project-based-learning,MERGED,3503.09,1,1,0,458,2,0,1
practical-tutorials/project-based-learning,CLOSED,16967.1,1,4,0,458,3,1,1
practical-tutorials/project-based-learning,MERGED,24652.98,1,1,1,643,2,0,1
practical-tutorials/project-based-learning,MERGED,60.04,1,1,0,78,2,0,1
practical-tutorials/project-based-learning,MERGED,77.28,1,1,0,263,2,0,1
practical-tutorials/project-based-learning,MERGED,68.24,1,1,0,76,2,0,1
practical-tutorials/project-based-learning,MERGED,239.13,1,5,0,27,2,0,1
practical-tutorials/project-based-learning,MERGED,144.36,1,11,0,0,2,0,1
practical-tutorials/project-based-learning,MERGED,126.07,1,5,1,0,2,1,1
practical-tutorials/project-based-learning,MERGED,143.83,1,1,0,0,1,0,1
practical-tutorials/project-based-learning,MERGED,58.06,1,1,0,94,2,0,1
practical-tutorials/project-based-learning,MERGED,5.17,1,1,0,57,2,0,1
practical-tutorials/project-based-learning,MERGED,63.45,1,5,0,0,2,1,1
practical-tutorials/project-based-learning,MERGED,36.3,1,6,0,0,2,1,1
practical-tutorials/project-based-learning,MERGED,869.58,1,17,6,201,2,2,1
facebook/react,MERGED,27.77,2,71,8,1216,3,1,1
facebook/react,MERGED,26.42,1,2,6,13,2,3,1
facebook/react,MERGED,7.59,1,0,12,174,2,2,1
facebook/react,CLOSED,18.96,1,46,4,447,2,1,1
facebook/react,CLOSED,3.2,3,194,0,1123,2,2,1
facebook/react,CLOSED,61.98,2,70,7,303,2,2,1
facebook/react,MERGED,4.87,4,63,56,222,3,1,1
facebook/react,MERGED,83.92,2,2,2,176,3,1,1
facebook/react,MERGED,6.7,3,529,291,721,3,1,1
facebook/react,MERGED,43.03,8,60,74,437,3,1,5
facebook/react,MERGED,45.64,1,11,9,0,3,0,2
facebook/react,MERGED,11.68,2,24,8,762,5,3,1
facebook/react,MERGED,9.62,2,395,3,810,3,1,1
facebook/react,MERGED,19.95,1,10,5,395,2,0,1
facebook/react,MERGED,1.33,1,12,1,26,4,1,4
facebook/react,MERGED,82.79,7,22,22,2103,3,1,1
facebook/react,MERGED,1.19,1,2,4,0,3,1,1
facebook/react,MERGED,87.29,21,36,24,2206,4,2,1
facebook/react,CLOSED,10.39,3,6,6,714,3,4,2
facebook/react,MERGED,13.67,1,13,0,52,2,0,1
facebook/react,MERGED,1.08,15,518,296,387,3,1,1
facebook/react,MERGED,1.63,10,504,34,1974,4,3,1
facebook/react,MERGED,1.02,2,58,2,294,3,1,1
facebook/react,MERGED,23.78,5,47,4,184,2,0,1
facebook/react,MERGED,4.15,4,18,9,419,2,0,1
facebook/react,MERGED,1.12,4,53,20,378,2,0,1
facebook/react,MERGED,4.99,7,141,20,190,3,0,6
facebook/react,MERGED,1.78,1,5,3,136,2,0,1
facebook/react,MERGED,3.57,3,20,11,291,2,0,1
facebook/react,MERGED,4.19,4,25,17,195,5,3,3
facebook/react,MERGED,5.79,3,8,20,125,3,1,1
facebook/react,MERGED,18.56,2,3,3,0,2,0,4
facebook/react,MERGED,18.44,2,29,25,587,4,1,4
facebook/react,MERGED,34.86,2,88,0,65,4,1,5
facebook/react,MERGED,64.49,1,16,0,997,2,0,1
facebook/react,MERGED,18.81,8,231,20,296,2,0,1
facebook/react,MERGED,22.1,2,39,6,703,2,1,1
facebook/react,MERGED,23.34,1,16,1,670,2,0,1
facebook/react,MERGED,30.9,1,0,17,93,3,1,1
facebook/react,MERGED,27.35,2,53,10,466,3,1,3
facebook/react,MERGED,24.87,2,10,4,388,3,1,1
facebook/react,MERGED,4.01,10,22,0,216,3,1,1
facebook/react,MERGED,4.15,2,50,40,0,2,0,2
facebook/react,MERGED,11.77,5,88,2,771,2,0,1
facebook/react,MERGED,26.27,1,23,32,188,4,1,1
facebook/react,MERGED,63.93,17,29,29,660,3,1,1
facebook/react,MERGED,50.2,5,218,7,283,4,1,2
facebook/react,MERGED,1.79,5,76,11,595,3,1,1
facebook/react,MERGED,73.81,56,233,253,65,3,1,3
facebook/react,MERGED,111.35,6,33,90,742,2,3,2
TheAlgorithms/Python,CLOSED,12.02,748,15935,3634,1115,116,2,1
TheAlgorithms/Python,MERGED,14.6,1,80,0,1314,2,3,6
TheAlgorithms/Python,MERGED,8.5,4,5,5,4634,1,0,1
TheAlgorithms/Python,CLOSED,90.86,1,62,0,1115,1,0,3
TheAlgorithms/Python,CLOSED,3.86,1,50,0,1115,1,0,2
TheAlgorithms/Python,CLOSED,2.94,1,108,0,1115,1,0,1
TheAlgorithms/Python,CLOSED,23.15,1,39,0,1115,1,0,3
TheAlgorithms/Python,CLOSED,49.11,2,254,0,1115,2,0,4
TheAlgorithms/Python,CLOSED,3.02,1,89,0,1108,1,0,1
TheAlgorithms/Python,CLOSED,43.05,48,934,125,1115,26,0,2
TheAlgorithms/Python,CLOSED,89.39,2,166,0,1115,2,0,6
TheAlgorithms/Python,CLOSED,1.1,2,84,0,1117,1,0,2
TheAlgorithms/Python,CLOSED,1.53,2,177,0,1115,1,0,1
TheAlgorithms/Python,CLOSED,55.28,1,102,0,1488,1,0,1
TheAlgorithms/Python,CLOSED,22.16,1,509,0,1115,1,0,1
TheAlgorithms/Python,CLOSED,1.25,1,183,0,1367,1,0,5
TheAlgorithms/Python,MERGED,2.49,1,13,0,1370,2,0,1
TheAlgorithms/Python,MERGED,5.99,1,2,2,119,1,0,1
TheAlgorithms/Python,MERGED,58.37,1,14,0,1191,3,0,2
TheAlgorithms/Python,CLOSED,185.31,1,102,6,1962,3,2,3
TheAlgorithms/Python,MERGED,24.0,1,32,12,1139,3,0,5
TheAlgorithms/Python,MERGED,40.18,16,33,32,1143,3,0,2
TheAlgorithms/Python,MERGED,9.26,4,5,5,5191,1,0,1
TheAlgorithms/Python,MERGED,32.36,1,3,1,409,3,0,2
TheAlgorithms/Python,CLOSED,4.62,1,1,0,1115,4,1,1
TheAlgorithms/Python,MERGED,18.47,3,10,8,120,3,1,2
TheAlgorithms/Python,MERGED,7.68,1,14,7,1548,2,4,2
TheAlgorithms/Python,MERGED,16.33,1,31,31,1105,2,0,1
TheAlgorithms/Python,MERGED,6.53,1,1,1,3084,1,0,1
TheAlgorithms/Python,CLOSED,145.48,1,31,0,1320,2,1,2
TheAlgorithms/Python,CLOSED,20.82,1,58,25,1834,2,3,8
TheAlgorithms/Python,MERGED,18.34,1,1,1,119,1,1,2
TheAlgorithms/Python,CLOSED,69.83,1,472,0,417,1,0,1
TheAlgorithms/Python,CLOSED,479.28,1,6,4,1230,5,1,3
TheAlgorithms/Python,MERGED,168.81,1,2,2,175,1,0,2
TheAlgorithms/Python,MERGED,472.98,1,1,6,531,3,0,2
TheAlgorithms/Python,MERGED,657.8,1,97,0,2030,4,8,2
TheAlgorithms/Python,MERGED,546.78,1,14,2,1135,3,0,2
TheAlgorithms/Python,CLOSED,473.15,1,58,0,1332,1,0,1
TheAlgorithms/Python,MERGED,27.47,2,3,2,119,2,1,2
TheAlgorithms/Python,MERGED,697.02,1,12,10,1209,4,8,3
TheAlgorithms/Python,MERGED,806.19,1,52,0,1371,4,3,3
TheAlgorithms/Python,CLOSED,831.97,1,1,0,1115,4,0,2
TheAlgorithms/Python,CLOSED,2.78,1,12,0,1388,1,1,1
TheAlgorithms/Python,MERGED,169.56,1,1,1,119,2,1,3
TheAlgorithms/Python,MERGED,1030.51,1,2,2,1252,4,1,3
TheAlgorithms/Python,MERGED,12.04,5,97,6,1128,2,5,3
TheAlgorithms/Python,CLOSED,2012.31,1,887,716,1181,2,0,6
TheAlgorithms/Python,MERGED,13.49,25,69,70,1165,4,0,8
TheAlgorithms/Python,MERGED,84.28,2,38,1,1115,2,2,1
vuejs/vue,MERGED,1.99,1,7,7,920,2,0,1
vuejs/vue,MERGED,2.35,1,1,1,936,2,0,2
vuejs/vue,MERGED,20.38,1,1,1,1095,2,0,1
vuejs/vue,MERGED,1016.94,1,4,3,1506,2,1,1
vuejs/vue,MERGED,1609.05,1,1,1,934,3,0,1
vuejs/vue,CLOSED,1.99,1,1,0,920,2,2,1
vuejs/vue,CLOSED,10793.4,1,1,1,955,3,0,1
vuejs/vue,MERGED,19.99,1,1,3,114,2,0,1
vuejs/vue,MERGED,15.69,2,2,2,937,3,0,1
vuejs/vue,CLOSED,7448.32,2,9,1,931,6,3,1
vuejs/vue,MERGED,3.05,1,1,1,920,3,0,1
vuejs/vue,MERGED,2.25,1,1,1,986,3,0,1
vuejs/vue,MERGED,7.91,6,8,8,968,2,0,1
vuejs/vue,MERGED,7389.8,2,43,2,1367,3,0,1
vuejs/vue,MERGED,8131.65,2,10,10,920,3,5,3
vuejs/vue,MERGED,622.35,1,1,1,920,4,0,2
vuejs/vue,MERGED,8352.23,3,34,3,920,3,1,1
vuejs/vue,MERGED,8352.63,2,18,4,947,3,0,1
vuejs/vue,MERGED,162.0,1,1,1,920,3,0,1
vuejs/vue,MERGED,8513.1,1,1,1,945,3,0,1
vuejs/vue,CLOSED,20899.36,1,1,0,920,2,0,1
vuejs/vue,MERGED,8680.81,3,33,1,920,3,0,1
vuejs/vue,MERGED,1242.3,2,9,8,942,2,1,1
vuejs/vue,CLOSED,613.23,1,1,1,956,3,1,1
vuejs/vue,MERGED,51.44,1,4,4,1086,3,0,1
vuejs/vue,CLOSED,18.61,2,50,1,953,2,1,3
vuejs/vue,CLOSED,113.83,2,24,27,942,3,1,1
vuejs/vue,MERGED,325.73,1,1,1,369,5,1,4
vuejs/vue,CLOSED,164.71,1,3,2,942,2,1,2
vuejs/vue,CLOSED,11705.59,3,1077,888,942,2,0,1
vuejs/vue,CLOSED,11706.83,5,711,641,1129,2,0,1
vuejs/vue,CLOSED,11707.84,4,1256,968,942,2,0,1
vuejs/vue,CLOSED,11708.44,1,518,452,942,2,0,1
vuejs/vue,MERGED,17.93,1,3,3,2484,2,0,1
vuejs/vue,MERGED,10.32,2,16,6,50,2,0,1
vuejs/vue,CLOSED,19487.23,3,17,28,1697,3,3,2
vuejs/vue,MERGED,2.06,3,3,3,971,2,0,1
vuejs/vue,CLOSED,6771.6,1,3,3,1962,2,1,1
vuejs/vue,MERGED,1083.75,3,35,2,1180,2,0,1
vuejs/vue,CLOSED,10.65,1,1,7,942,4,2,1
vuejs/vue,CLOSED,366.75,0,0,0,942,2,0,5
vuejs/vue,CLOSED,8992.02,1,3,3,3202,3,2,1
vuejs/vue,MERGED,6948.16,1,4,9,2482,4,2,1
vuejs/vue,CLOSED,7.0,1,1,1,1111,3,1,1
vuejs/vue,MERGED,1435.39,3,61,17,1075,4,2,3
vuejs/vue,CLOSED,9881.1,494,16130,141843,666,30,29,3
vuejs/vue,CLOSED,32859.27,1,67,0,1076,2,0,1
vuejs/vue,MERGED,311.55,1,4,0,939,2,0,1
vuejs/vue,MERGED,746.96,1,4,2,756,4,1,3
vuejs/vue,MERGED,544.9,2,34,0,982,2,1,8
torvalds/linux,CLOSED,7.88,1,2,981,28,4,2,1
torvalds/linux,CLOSED,18.04,1,1,18,750,9,4,5
torvalds/linux,CLOSED,28.55,1,2,2,102,7,1,4
torvalds/linux,CLOSED,28.77,1,45,2,0,12,9,4
torvalds/linux,CLOSED,36.51,3000,16835,16835,1265,7,4,1
